age,job,marital,education,balance,contact,day,month,duration,campaign,previous,poutcome,housing_new,loan_new,y_new
27,1,0,1,2430,2,28,4,297,1,0,2,1,0,0
49,0,2,2,169,2,28,4,174,1,0,2,1,0,0
24,3,1,0,933,2,28,4,62,3,0,2,1,0,0
27,3,0,1,2364,2,28,4,221,1,0,2,1,0,0
31,6,1,1,728,2,28,4,104,4,0,2,1,1,0
42,3,1,1,1468,2,28,4,136,1,0,2,1,0,0
42,6,1,1,214,2,28,4,21,24,0,2,1,0,0
22,3,1,1,391,2,28,4,72,18,0,2,1,1,0
54,1,1,1,1865,2,28,4,125,2,0,2,1,0,0
28,3,0,3,448,2,28,4,307,1,0,2,1,0,0
40,0,1,2,-130,2,28,4,154,2,0,2,1,0,0
48,6,0,1,1150,2,28,4,357,1,0,2,1,0,0
46,6,1,1,-363,2,28,4,236,1,0,2,1,1,0
42,3,2,1,1820,2,28,4,202,2,0,2,1,0,0
39,3,1,0,2862,2,28,4,227,2,0,2,1,0,0
29,0,1,2,4050,2,28,4,166,1,0,2,1,0,0
40,6,1,1,-279,2,28,4,143,2,0,2,1,0,0
35,3,1,1,1388,2,28,4,119,5,0,2,1,0,0
38,1,2,1,-478,2,28,4,154,1,0,2,1,0,0
33,8,1,2,-103,2,28,4,268,1,0,2,1,0,0
31,3,0,0,-443,2,28,4,507,1,0,2,1,0,0
28,3,2,3,101,2,28,4,126,4,0,2,1,0,0
30,1,2,1,2262,2,28,4,102,2,0,2,1,0,0
42,3,1,1,54,2,28,4,268,1,0,2,1,0,0
28,3,0,1,0,2,28,4,386,1,0,2,1,0,0
43,1,1,1,50,2,28,4,63,1,0,2,0,0,0
28,7,0,1,40,2,28,4,313,2,0,2,1,0,0
29,7,1,1,308,2,28,4,75,1,0,2,1,0,0
36,3,1,1,21,2,28,4,89,1,0,2,1,0,0
25,3,0,1,1966,2,28,4,209,1,0,2,1,0,0
28,3,0,1,1,2,28,4,181,1,0,2,0,0,0
61,5,2,1,1857,2,28,4,173,4,0,2,1,0,0
32,6,0,1,-648,2,28,4,439,2,0,2,1,0,0
29,0,1,2,168,2,28,4,119,1,0,2,1,0,0
26,1,1,1,876,2,28,4,713,1,0,2,1,0,0
29,3,0,0,80,2,28,4,678,1,0,2,1,0,0
30,7,1,0,-286,2,28,4,202,1,0,2,1,0,0
46,3,1,3,-619,2,28,4,96,1,0,2,1,0,0
53,3,0,0,-137,2,28,4,72,1,0,2,1,1,0
28,3,1,0,115,2,28,4,78,4,0,2,1,0,0
27,1,1,1,58,2,28,4,82,1,0,2,1,0,0
27,3,0,1,1401,2,28,4,392,1,0,2,1,0,0
25,7,0,1,55,2,28,4,217,1,0,2,1,1,0
38,1,2,1,1333,2,28,4,188,1,0,2,1,1,0
40,3,2,1,-90,2,28,4,130,1,0,2,1,0,0
27,7,0,1,3791,2,28,4,231,1,0,2,1,0,0
50,3,1,0,490,2,28,4,151,3,0,2,1,0,0
47,3,1,1,480,2,28,4,211,2,0,2,1,0,0
60,3,1,0,228,2,28,4,249,11,0,2,1,0,0
45,3,1,3,-320,2,28,4,204,3,0,2,1,0,0
29,8,0,1,3672,2,28,4,1210,1,0,2,1,1,0
32,9,1,1,-160,2,28,4,27,1,0,2,1,0,0
25,3,0,1,207,2,28,4,680,1,0,2,1,0,0
28,3,1,1,916,2,28,4,206,1,0,2,1,0,0
24,11,0,3,3298,2,28,4,227,1,0,2,1,0,0
34,7,1,1,1182,2,28,4,124,1,0,2,1,0,0
50,3,1,0,1203,2,28,4,66,7,0,2,1,1,0
44,6,1,1,72,2,28,4,821,2,0,2,1,1,0
29,3,1,1,1171,2,28,4,565,2,0,2,1,0,0
29,6,1,1,36,2,28,4,126,1,0,2,1,0,0
44,2,1,1,-20,2,28,4,167,3,0,2,0,0,0
52,3,1,1,310,2,28,4,211,4,0,2,1,0,0
47,1,1,1,970,2,28,4,742,3,0,2,1,0,0
35,1,1,1,194,2,28,4,134,1,0,2,1,0,0
28,3,0,1,6307,2,28,4,615,1,0,2,1,0,0
32,0,1,2,514,2,28,4,497,2,0,2,1,0,0
26,6,0,2,-164,2,28,4,69,2,0,2,1,0,0
57,0,1,0,1566,2,28,4,105,4,0,2,0,0,0
53,7,2,1,-905,2,28,4,213,1,0,2,1,0,0
29,7,1,2,6,2,28,4,143,2,0,2,1,0,0
24,3,0,1,674,2,28,4,294,1,0,2,1,1,0
26,3,0,0,230,2,28,4,289,1,0,2,1,0,0
29,0,1,2,715,2,28,4,461,1,0,2,1,0,0
42,1,1,1,-1310,2,28,4,162,1,0,2,1,1,0
36,1,1,1,1731,2,28,4,207,1,0,2,1,1,0
26,1,0,1,150,2,28,4,216,1,0,2,1,0,0
24,1,0,1,288,2,28,4,185,1,0,2,1,0,0
29,0,0,2,-158,2,28,4,399,1,0,2,1,0,0
51,1,0,1,511,2,28,4,67,2,0,2,1,1,0
31,3,0,1,1686,2,28,4,85,2,0,2,1,0,0
29,0,0,2,5980,2,28,4,317,1,0,2,1,0,0
26,3,0,1,396,2,28,4,302,1,0,2,1,0,0
42,1,1,1,570,2,28,4,344,2,0,2,1,0,0
40,6,2,1,-541,2,28,4,270,4,0,2,1,1,0
28,3,1,1,17,2,28,4,8,4,0,2,0,0,0
27,11,0,1,16173,2,28,4,489,1,0,2,1,0,0
25,6,1,1,894,2,28,4,328,1,0,2,1,0,0
29,1,0,1,-397,2,28,4,114,1,0,2,1,0,0
29,3,0,0,231,2,28,4,122,1,0,2,1,0,0
28,7,0,1,281,2,28,4,201,1,0,2,1,0,0
29,0,0,2,112,2,28,4,117,2,0,2,1,1,0
24,7,0,1,53,2,28,4,226,1,0,2,1,1,0
26,6,0,1,677,2,28,4,93,1,0,2,1,0,0
32,6,0,1,294,2,28,4,97,2,0,2,1,0,0
26,7,0,2,1624,2,28,4,438,1,0,2,1,1,0
31,1,0,0,449,2,28,4,174,1,0,2,1,0,0
28,0,0,2,1069,2,28,4,675,1,0,2,0,0,0
52,2,1,0,8298,2,28,4,123,18,0,2,1,1,0
27,1,1,1,1577,2,28,4,266,2,0,2,1,1,0
38,3,1,1,-579,2,28,4,195,2,0,2,1,1,0
35,1,0,2,59,2,28,4,145,3,0,2,1,0,0
38,1,0,1,12,2,28,4,150,2,0,2,1,0,0
46,3,2,1,1815,2,28,4,232,4,0,2,1,0,0
32,0,1,2,4307,2,28,4,91,3,0,2,1,0,0
39,3,1,3,638,2,28,4,83,2,0,2,1,1,0
29,6,1,1,-526,2,28,4,314,2,0,2,1,0,0
28,7,0,1,2954,2,28,4,149,2,0,2,1,0,0
47,3,1,1,578,2,28,4,146,1,0,2,1,0,0
27,1,1,3,811,2,28,4,591,2,0,2,1,0,0
33,3,1,1,7063,2,28,4,116,9,0,2,1,0,0
30,0,0,2,5288,2,28,4,288,3,0,2,1,0,0
33,3,1,1,580,2,28,4,36,1,0,2,1,0,0
40,0,1,2,384,2,28,4,191,2,0,2,0,0,0
38,1,1,1,61,2,28,4,97,1,0,2,1,0,0
32,6,0,1,642,2,28,4,71,2,0,2,1,0,0
36,3,1,1,79,2,28,4,275,2,0,2,1,0,0
30,7,1,1,586,2,28,4,187,4,0,2,1,0,0
38,2,1,1,61,2,28,4,170,5,0,2,1,1,0
25,7,0,1,3217,2,28,4,24,1,0,2,1,0,0
28,3,1,1,1020,2,28,4,251,1,0,2,1,0,0
55,3,1,0,-317,2,28,4,152,1,0,2,1,0,0
57,0,1,2,-22,2,28,4,463,1,0,2,1,0,0
31,3,2,0,158,2,28,4,157,1,0,2,1,0,0
31,7,1,1,-327,2,28,4,408,1,0,2,1,0,0
38,1,0,2,218,2,28,4,74,2,0,2,1,1,0
28,1,0,2,183,2,28,4,62,2,0,2,1,1,0
45,3,1,1,554,2,28,4,179,2,0,2,1,0,0
40,0,1,1,-240,2,28,4,160,3,0,2,0,1,0
29,7,1,1,11417,2,28,4,272,2,0,2,1,0,0
30,6,1,0,-171,2,28,4,125,2,0,2,1,0,0
31,6,0,1,-449,2,28,4,81,2,0,2,1,0,0
56,5,1,3,228,2,28,4,296,1,0,2,1,0,0
39,9,0,1,-53,2,28,4,189,3,0,2,1,0,0
29,6,0,3,175,2,28,4,597,3,0,2,0,0,0
44,1,1,1,1196,2,28,4,61,1,0,2,1,1,0
28,6,0,1,419,2,28,4,158,2,0,2,1,0,0
26,0,0,2,2692,2,28,4,159,2,0,2,0,0,0
41,3,0,3,2835,2,28,4,53,1,0,2,1,0,0
31,7,0,1,-779,2,28,4,198,2,0,2,1,0,0
29,6,1,2,26,2,28,4,45,1,0,2,1,0,0
33,3,1,1,-112,2,28,4,132,1,0,2,1,0,0
50,6,1,1,3636,2,28,4,290,1,0,2,0,0,0
27,7,0,1,9636,2,28,4,184,2,0,2,1,0,0
45,3,1,0,446,2,28,4,51,1,0,2,1,0,0
50,8,2,2,59,2,28,4,67,2,0,2,1,0,0
41,3,0,1,1621,2,28,4,119,1,0,2,1,0,0
44,0,1,2,0,2,28,4,260,1,0,2,1,0,0
56,5,1,0,-299,2,28,4,68,1,0,2,1,0,0
26,9,1,0,70,2,28,4,99,2,0,2,1,0,0
34,6,0,1,7,2,28,4,285,2,0,2,0,0,0
33,3,0,1,-366,2,28,4,81,4,0,2,1,0,0
30,3,1,0,-518,2,28,4,244,6,0,2,1,1,0
47,0,1,1,490,2,28,4,227,1,0,2,1,0,0
26,6,1,1,714,2,28,4,183,1,0,2,1,0,0
26,3,1,0,3529,2,28,4,100,2,0,2,1,0,0
51,1,1,1,98,2,28,4,228,2,0,2,1,0,0
33,3,1,1,529,2,28,4,198,3,0,2,1,0,0
30,3,0,1,397,2,28,4,536,7,0,2,1,0,0
40,9,1,0,557,2,28,4,173,1,0,2,1,0,0
53,3,1,1,314,2,28,4,184,2,0,2,1,0,0
27,7,0,1,1636,2,28,4,282,2,0,2,1,0,0
57,3,1,0,1502,2,28,4,269,2,0,2,1,0,0
45,0,1,2,-1655,2,28,4,333,2,0,2,1,0,0
36,0,1,2,428,2,28,4,121,1,0,2,0,0,0
39,3,1,0,7304,2,28,4,216,1,0,2,1,0,0
28,1,0,1,1536,2,28,4,347,2,0,2,1,0,0
34,1,1,1,1246,2,28,4,88,3,0,2,0,0,0
29,1,1,1,344,2,28,4,279,2,0,2,1,1,0
51,1,1,1,271,2,28,4,294,3,0,2,1,0,0
29,0,0,1,293,2,28,4,188,2,0,2,1,0,0
32,6,0,1,562,2,28,4,116,6,0,2,1,0,0
36,0,0,1,302,2,28,4,60,6,0,2,0,0,0
50,1,1,1,-568,2,28,4,860,2,0,2,1,1,0
42,0,1,2,479,2,28,4,217,2,0,2,1,0,0
29,7,2,1,1336,2,28,4,298,5,0,2,1,0,0
33,1,2,2,839,2,28,4,469,3,0,2,1,0,0
29,1,0,1,22008,2,28,4,139,2,0,2,1,0,0
44,3,1,1,-73,2,28,4,80,9,0,2,1,0,0
25,2,0,0,-65,2,28,4,129,2,0,2,1,0,0
26,3,1,3,407,2,28,4,346,2,0,2,1,0,0
53,0,1,2,490,2,28,4,103,2,0,2,1,0,0
45,3,1,1,156,2,28,4,47,1,0,2,1,1,0
37,0,1,2,655,2,28,4,244,3,0,2,0,0,0
43,3,1,1,-504,2,28,4,136,1,0,2,1,0,0
38,8,1,1,279,2,28,4,110,5,0,2,1,0,0
31,6,1,3,-310,2,28,4,433,3,0,2,1,0,0
38,7,1,1,-314,2,28,4,66,2,0,2,1,0,0
32,7,0,2,-233,2,28,4,140,2,0,2,1,0,0
24,3,0,1,327,2,28,4,333,2,0,2,1,0,0
34,6,0,1,1103,2,28,4,89,1,0,2,1,0,0
43,0,1,1,373,2,28,4,54,1,0,2,1,0,0
40,1,1,1,-312,2,28,4,198,1,0,2,1,0,0
55,5,1,1,2193,2,28,4,72,3,0,2,1,1,0
34,7,1,1,24,2,28,4,124,1,0,2,1,0,0
35,3,2,1,105,2,28,4,118,1,0,2,1,1,0
59,1,1,1,0,2,28,4,109,1,0,2,1,1,0
50,6,0,1,330,2,28,4,24,1,0,2,1,0,0
55,3,1,1,284,2,28,4,157,3,0,2,1,1,0
29,6,1,1,445,2,28,4,489,2,0,2,1,0,0
32,7,1,1,172,2,28,4,84,3,0,2,1,0,0
27,0,0,2,1995,2,28,4,239,2,0,2,1,0,0
36,0,1,2,771,2,28,4,357,1,0,2,1,0,0
33,6,1,1,393,2,28,4,383,1,0,2,1,0,0
32,6,1,2,-421,2,28,4,101,2,0,2,1,1,0
48,0,1,1,99,2,28,4,344,1,0,2,1,0,0
47,6,2,1,-480,2,28,4,360,1,0,2,0,0,0
36,0,1,1,10,2,28,4,310,2,0,2,0,1,0
29,0,1,2,8089,2,28,4,314,2,0,2,1,0,0
35,0,0,1,73,2,28,4,79,2,0,2,1,0,0
48,3,1,0,134,2,28,4,315,2,0,2,1,0,0
29,6,1,1,5605,2,28,4,117,2,0,2,1,0,0
28,7,0,1,3331,2,28,4,229,2,0,2,1,0,0
27,8,0,2,5214,2,28,4,94,1,0,2,1,0,0
51,7,2,1,-245,2,28,4,612,2,0,2,1,1,0
40,1,0,2,-89,2,28,4,83,4,0,2,1,0,0
60,5,1,0,170,2,28,4,338,2,0,2,1,0,0
28,1,0,1,1417,2,28,4,491,1,0,2,1,0,0
42,0,0,2,4264,2,28,4,882,1,0,2,1,0,0
27,6,0,1,242,2,28,4,83,1,0,2,1,1,0
33,6,0,0,-258,2,28,4,193,2,0,2,1,0,0
34,2,1,2,105,2,28,4,249,2,0,2,1,0,0
29,3,1,0,1280,2,28,4,629,2,0,2,1,0,0
34,3,1,1,504,2,28,4,260,2,0,2,1,0,0
31,0,0,2,-160,2,28,4,202,2,0,2,1,0,0
31,6,0,1,1306,2,28,4,217,5,0,2,1,0,0
36,3,0,1,3254,2,28,4,300,3,0,2,1,0,0
26,3,0,1,419,2,28,4,94,3,0,2,1,0,0
34,3,1,1,-58,2,28,4,157,2,0,2,1,1,0
30,2,1,1,2926,2,28,4,238,8,0,2,1,0,0
33,0,0,2,-61,2,28,4,50,2,0,2,0,0,0
39,6,2,1,22,2,28,4,121,3,0,2,0,0,0
45,7,1,1,-36,2,28,4,389,4,0,2,1,1,0
35,0,0,3,137,2,28,4,667,3,0,2,0,0,0
25,3,2,1,2428,2,28,4,376,4,0,2,1,0,0
57,6,1,1,100,2,28,4,23,16,0,2,0,0,0
54,5,1,1,24,2,28,4,404,1,0,2,1,0,0
30,11,0,2,2030,2,28,4,27,2,0,2,1,0,0
26,11,0,2,0,2,28,4,124,1,0,2,1,0,0
33,1,0,1,-409,2,28,4,96,1,0,2,1,0,0
26,1,0,1,855,2,28,4,87,2,0,2,1,0,0
53,6,1,1,614,2,28,4,126,2,0,2,1,0,0
35,6,0,1,3,2,28,4,330,5,0,2,1,0,0
27,1,0,1,648,2,28,4,198,3,0,2,1,0,0
35,8,0,2,935,2,28,4,259,2,0,2,1,0,0
39,7,1,1,695,2,28,4,429,10,0,2,1,0,0
32,6,0,1,73,2,28,4,545,1,0,2,1,0,0
31,3,1,1,1039,2,28,4,44,7,0,2,1,0,0
34,0,1,2,-304,2,28,4,279,2,0,2,1,0,0
38,3,0,3,241,2,28,4,172,2,0,2,1,0,0
39,0,2,2,133,2,28,4,136,2,0,2,1,0,0
46,6,1,1,1328,2,28,4,82,6,0,2,1,0,0
29,3,0,1,0,2,28,4,324,4,0,2,1,0,0
47,7,2,1,-288,2,28,4,107,7,0,2,1,0,0
53,0,1,2,3443,2,28,4,48,2,0,2,1,0,0
29,0,2,2,415,2,28,4,449,4,0,2,1,1,0
58,5,1,1,255,2,28,4,362,3,0,2,0,0,0
34,1,1,1,6,2,28,4,99,2,0,2,1,0,0
26,3,1,1,-284,2,28,4,207,3,0,2,1,0,0
31,0,0,2,305,2,28,4,297,14,0,2,1,0,0
55,3,1,0,81,2,28,4,172,1,0,2,1,0,0
30,3,1,0,2607,2,28,4,158,10,0,2,1,0,0
29,3,1,1,201,2,28,4,180,2,0,2,1,0,0
44,1,1,1,265,2,28,4,453,2,0,2,1,0,0
33,3,1,1,625,2,28,4,410,1,0,2,1,0,0
42,3,1,1,1134,2,28,4,424,3,0,2,1,0,0
57,4,1,3,327,2,28,4,74,2,0,2,1,0,0
38,1,1,2,-1350,2,28,4,96,4,0,2,1,1,0
22,3,0,0,3198,2,28,4,109,2,0,2,1,0,0
36,3,0,0,2176,2,28,4,52,2,0,2,1,0,0
39,3,1,0,-310,2,28,4,26,5,0,2,1,1,0
45,7,1,1,692,2,28,4,506,2,0,2,1,0,0
35,3,1,0,4366,2,28,4,173,3,0,2,1,0,0
22,7,0,0,35,2,28,4,106,3,0,2,1,0,0
56,0,2,2,442,2,28,4,77,3,0,2,0,0,0
31,0,0,2,44,2,28,4,95,2,0,2,0,0,0
51,1,2,1,0,2,28,4,463,2,0,2,1,0,0
37,7,0,2,223,2,28,4,25,1,0,2,1,0,0
32,1,0,2,92,2,28,4,116,1,0,2,1,0,0
39,7,1,1,-971,2,28,4,104,2,0,2,1,1,0
32,1,0,1,1307,2,28,4,267,2,0,2,1,0,0
30,7,1,1,179,2,28,4,64,1,0,2,1,0,0
31,3,1,1,1117,2,28,4,340,3,0,2,1,0,0
51,0,0,3,-461,2,28,4,33,2,0,2,1,0,0
27,7,0,2,5883,2,28,4,325,2,0,2,1,0,0
33,3,1,0,-342,2,28,4,528,2,0,2,1,0,0
24,7,0,2,1385,2,28,4,1277,2,0,2,1,0,0
52,3,1,0,-211,2,28,4,153,2,0,2,1,1,0
39,3,1,1,2612,2,28,4,363,4,0,2,1,0,0
31,3,0,0,124,2,28,4,411,3,0,2,1,0,0
33,6,1,1,-675,2,28,4,245,2,0,2,1,0,0
27,0,0,2,3104,2,28,4,160,2,0,2,1,0,0
44,1,1,1,398,2,28,4,140,5,0,2,1,0,0
56,1,2,1,77,2,28,4,25,2,0,2,1,1,0
50,1,2,3,2706,2,28,4,179,3,0,2,1,0,0
54,0,2,2,192,2,28,4,157,3,0,2,1,0,0
33,6,1,2,957,2,28,4,361,4,0,2,1,0,0
51,3,1,0,593,2,28,4,157,2,0,2,1,0,0
32,0,0,2,1493,2,28,4,65,11,0,2,1,0,0
32,3,1,1,0,2,28,4,386,3,0,2,1,0,0
35,3,1,0,51,2,28,4,593,2,0,2,1,0,0
47,1,1,1,-938,2,28,4,176,2,0,2,1,0,0
49,3,1,1,457,2,28,4,189,2,0,2,1,1,0
54,1,1,2,337,2,28,4,302,2,0,2,1,0,0
31,6,0,2,1531,2,28,4,48,5,0,2,1,0,0
26,7,1,1,33,2,28,4,51,4,0,2,1,0,0
42,1,2,1,0,2,28,4,471,2,0,2,1,0,0
45,1,0,2,5336,2,28,4,99,2,0,2,0,0,0
36,1,1,1,947,2,28,4,452,2,0,2,1,0,0
40,6,1,1,2,2,28,4,187,3,0,2,0,0,0
45,6,1,1,935,2,28,4,22,7,0,2,1,1,0
27,0,0,2,731,2,28,4,335,2,0,2,1,0,0
51,3,1,0,-1,2,28,4,110,8,0,2,0,0,0
30,1,0,2,419,2,28,4,299,3,0,2,1,1,0
28,6,1,1,22171,2,28,4,85,3,0,2,1,0,0
32,8,1,1,-33,2,28,4,234,3,0,2,1,0,0
57,6,2,1,-140,2,28,4,264,2,0,2,1,0,0
31,6,1,1,439,2,28,4,233,4,0,2,0,0,0
47,1,1,3,-598,2,28,4,239,4,0,2,1,0,0
34,3,1,1,261,2,28,4,611,3,0,2,1,0,0
50,3,1,1,-160,2,28,4,600,2,0,2,1,0,0
33,6,0,1,322,2,28,4,266,4,0,2,1,0,0
25,3,1,1,1025,2,28,4,478,2,0,2,1,0,0
39,3,1,1,-931,2,28,4,92,5,0,2,1,0,0
37,6,1,1,-107,2,28,4,158,2,0,2,1,0,0
40,0,1,2,481,2,28,4,198,2,0,2,1,0,0
43,6,1,0,-516,2,28,4,438,2,0,2,1,0,0
32,8,1,1,610,2,28,4,75,6,0,2,1,0,0
25,3,0,1,579,2,28,4,225,4,0,2,1,0,0
34,3,1,1,225,2,28,4,342,2,0,2,1,0,0
30,3,1,1,1780,2,28,4,116,12,0,2,1,0,0
41,7,1,1,803,2,28,4,88,3,0,2,1,0,0
36,3,1,1,-347,2,28,4,109,3,0,2,1,1,0
28,6,0,1,1238,2,28,4,252,2,0,2,1,0,0
29,3,0,1,992,2,28,4,456,2,0,2,1,1,0
30,3,1,0,0,2,28,4,92,5,0,2,1,1,0
22,11,0,1,489,2,28,4,223,5,0,2,0,0,0
28,3,1,1,-717,2,28,4,148,3,0,2,1,0,0
27,3,0,0,3955,2,28,4,205,3,0,2,1,0,0
31,3,0,3,667,2,28,4,80,3,0,2,1,0,0
42,9,2,1,325,2,28,4,97,4,0,2,1,0,0
32,1,1,2,3538,2,28,4,95,5,0,2,1,0,0
25,3,1,1,192,2,28,4,357,3,0,2,1,0,0
55,7,2,1,2166,2,28,4,23,17,0,2,1,0,0
33,7,1,1,-384,2,28,4,513,2,0,2,1,0,0
45,7,0,1,1377,2,28,4,171,5,0,2,1,0,0
43,3,1,0,50,2,28,4,90,8,0,2,0,0,0
32,3,1,1,-354,2,28,4,51,2,0,2,1,1,0
35,3,1,1,120,2,28,4,245,2,0,2,1,0,0
44,1,2,1,-357,2,28,4,318,2,0,2,1,1,0
44,3,1,0,194,2,28,4,105,2,0,2,1,0,0
40,1,1,1,-378,2,28,4,261,2,0,2,1,0,0
24,8,0,2,931,2,28,4,200,4,0,2,1,0,0
32,1,0,1,1210,2,28,4,267,4,0,2,1,1,0
51,1,2,1,329,2,28,4,191,5,0,2,1,0,0
28,0,0,2,355,2,28,4,300,4,0,2,1,1,0
45,6,1,1,25,2,28,4,82,4,0,2,1,0,0
32,6,1,1,739,2,28,4,153,3,0,2,1,1,0
25,3,1,1,758,2,28,4,504,3,0,2,1,0,0
29,8,1,1,542,2,28,4,104,3,0,2,0,0,0
29,1,0,1,740,2,28,4,194,3,0,2,1,0,0
38,3,1,0,476,2,28,4,212,4,0,2,1,0,0
44,3,1,0,3753,2,28,4,122,4,0,2,1,0,0
34,1,0,1,1386,2,28,4,185,6,0,2,1,1,0
31,1,0,1,335,2,28,4,87,5,0,2,1,0,0
41,6,0,1,882,2,28,4,145,2,0,2,1,1,0
35,3,1,1,-659,2,28,4,30,2,0,2,1,1,0
40,3,1,1,-428,2,28,4,585,3,0,2,1,0,0
29,0,0,2,119,2,28,4,136,2,0,2,1,0,0
26,3,1,1,245,2,28,4,146,2,0,2,1,0,0
59,1,1,1,519,2,28,4,90,8,0,2,1,0,0
39,7,0,1,300,2,28,4,180,2,0,2,1,1,0
33,7,0,1,91,2,28,4,376,3,0,2,0,1,0
43,1,1,1,-496,2,29,4,100,2,0,2,1,0,0
50,0,1,1,-187,2,29,4,31,2,0,2,1,0,0
48,1,1,1,219,2,29,4,154,4,0,2,1,1,0
46,3,2,0,571,2,29,4,93,1,0,2,1,1,0
31,3,0,0,-495,2,29,4,334,2,0,2,1,0,0
43,1,0,1,11269,2,29,4,92,1,0,2,0,0,0
28,3,1,1,2,2,29,4,750,2,0,2,1,0,0
40,6,1,3,3557,2,29,4,332,1,0,2,1,0,0
34,7,0,1,34,2,29,4,333,3,0,2,1,1,0
42,3,0,0,181,2,29,4,118,2,0,2,1,0,0
51,6,1,0,943,2,29,4,620,1,0,2,1,0,0
41,3,1,1,1020,2,29,4,276,1,0,2,1,0,0
34,3,1,1,250,2,29,4,193,6,0,2,1,0,0
43,0,1,2,724,2,29,4,138,1,0,2,1,0,0
59,1,1,0,4243,2,29,4,233,1,0,2,1,0,0
48,3,1,1,48,2,29,4,144,1,0,2,1,1,0
53,5,1,1,1004,2,29,4,155,1,0,2,1,0,0
50,1,2,3,1328,2,29,4,140,1,0,2,1,0,0
33,0,1,2,2508,2,29,4,42,7,0,2,1,0,0
24,11,0,1,1919,2,29,4,127,4,0,2,1,0,0
52,7,2,0,130,2,29,4,103,2,0,2,1,0,0
35,1,0,2,485,2,29,4,205,5,0,2,1,0,0
30,7,0,1,179,2,29,4,286,3,0,2,1,0,0
41,0,1,2,615,2,29,4,37,1,0,2,1,0,0
45,0,0,2,2571,2,29,4,54,1,0,2,1,0,0
43,3,1,1,-111,2,29,4,132,3,0,2,1,0,0
42,1,2,1,-106,2,29,4,95,1,0,2,1,0,0
45,1,0,1,31,2,29,4,177,1,0,2,0,0,0
50,3,1,0,84,2,29,4,179,1,0,2,1,0,0
43,3,1,1,0,2,29,4,242,1,0,2,1,1,0
31,7,1,1,3181,2,29,4,128,7,0,2,1,0,0
59,3,1,0,748,2,29,4,184,1,0,2,0,0,0
40,6,1,0,1314,2,29,4,284,1,0,2,1,0,0
36,1,0,3,0,2,29,4,148,1,0,2,1,0,0
27,1,0,2,3083,2,29,4,244,2,0,2,1,0,0
21,7,0,1,1903,2,29,4,107,2,0,2,1,0,0
37,3,1,1,-4,2,29,4,381,1,0,2,1,1,0
26,1,0,2,813,2,29,4,140,3,0,2,1,0,0
39,1,1,1,192,2,29,4,217,5,0,2,1,1,0
50,5,1,1,6998,2,29,4,1196,1,0,2,1,0,0
39,2,1,2,1,2,29,4,102,1,0,2,1,1,0
32,0,1,1,3935,2,29,4,129,2,0,2,1,0,0
57,3,1,0,630,2,29,4,52,1,0,2,1,0,0
42,0,1,2,1993,2,29,4,41,1,0,2,0,0,0
42,3,1,1,130,2,29,4,285,1,0,2,1,0,0
40,3,1,1,327,2,29,4,134,1,0,2,1,0,0
30,7,2,1,1016,2,29,4,14,1,0,2,1,0,0
29,3,1,3,559,2,29,4,182,2,0,2,1,0,0
31,3,1,1,283,2,29,4,37,3,0,2,1,1,0
43,1,1,1,2041,2,29,4,162,5,0,2,1,1,0
39,1,2,1,394,2,29,4,184,1,0,2,1,0,0
37,0,0,1,34,2,29,4,285,1,0,2,1,0,0
44,3,1,1,72,2,29,4,456,1,0,2,1,0,0
52,1,0,2,1308,2,29,4,361,1,0,2,1,0,0
53,0,1,1,2895,2,29,4,74,1,0,2,1,0,0
41,3,1,1,193,2,29,4,130,1,0,2,1,0,0
40,9,0,1,75,2,29,4,203,1,0,2,1,0,0
41,6,1,1,3279,2,29,4,186,1,0,2,1,0,0
40,7,1,1,1938,2,29,4,37,1,0,2,0,0,0
55,0,1,2,0,2,29,4,206,2,0,2,0,0,0
54,6,1,2,-690,2,29,4,230,4,0,2,1,1,0
55,2,2,2,1119,2,29,4,283,1,0,2,0,0,0
38,6,0,1,623,2,29,4,44,1,0,2,1,1,0
54,6,1,1,426,2,29,4,205,1,0,2,1,0,0
43,1,1,1,310,2,29,4,291,1,0,2,1,0,0
41,3,1,0,262,2,29,4,159,1,0,2,1,0,0
38,5,0,1,44,2,29,4,148,1,0,2,0,0,0
52,7,1,1,2081,2,29,4,150,1,0,2,1,0,0
43,0,1,3,5172,2,29,4,57,3,0,2,1,0,0
36,2,1,2,1423,2,29,4,193,1,0,2,1,0,0
36,11,0,3,36,2,29,4,705,1,0,2,1,0,0
51,7,1,3,224,2,29,4,52,3,0,2,1,0,0
50,1,1,1,1541,2,29,4,744,1,0,2,1,0,0
48,0,2,1,1598,2,29,4,84,1,0,2,1,0,0
44,3,1,0,77,2,29,4,23,1,0,2,1,0,0
34,1,2,2,1242,2,29,4,578,3,0,2,1,0,0
48,0,1,2,1533,2,29,4,358,1,0,2,0,0,0
46,6,2,1,1939,2,29,4,119,1,0,2,1,0,0
51,3,1,1,2237,2,29,4,619,1,0,2,1,0,0
58,5,1,1,32948,2,29,4,364,2,0,2,0,0,0
35,3,1,1,765,2,29,4,418,8,0,2,1,0,0
45,1,0,2,1403,2,29,4,111,1,0,2,1,0,0
53,8,1,2,451,2,29,4,56,2,0,2,1,0,0
50,8,1,1,6174,2,29,4,456,1,0,2,1,1,0
42,3,1,0,984,2,29,4,109,1,0,2,1,0,0
